label,filename,author,poem
MarcoStecchini_1,Canzone di Marco Stecchini_A Giovanni Michele.txt,MarcoStecchini,O che dolci o che vere udi novelle Ch Angel del Ciel Michele fa mie contrade belle Col fonte del parlar di latte e mele E co l moto divino Frena a Brenta il camino O Dedala di cose alma natura Quanto per si bel parto a te si deve Adria non cape loco e a gran ventura si stima ella e riceve gaudio qual madre per si illustre pegno E n fronte ne sfavilla aperto segno Come bel ciel talhora per rosseggiante e luminosa aurora ma di lagrime e pregno per la di lui sparita bassano a tal querela al ciel si e udita Sovra citta m ergea piu signorile con la testa qual suole De miei campi il vigor c hor secchi fansi Co l fiume mio tal doglia alberga meco Gia di Letitia i piansi E vidi verdeggiar le selve e i prati A lo splendor de tuoi sembianti ornati ma di te sia memoria verde e n me crescera l alta tua gloria Come arboscelli grati prendono occolta forza Da radice ch in lor virtu rinforza Qui copia il corno pien tenne e la Fame non hebbe albergo e spinta fu nel suo nido infame ov e dannata di pallor dipinta Qui alzosi il tempio altero Da quell angelo vero in vista al fiume O rari alti lavori cui l opra di Diana effesia ceda E qual mirabil mole il mondo honori E grido alto conceda O Spirto a Dio gradito i tetti santi per te si adorni serberan davanti scolpito il nome eterno di paro in marmi e del tuo bel governo Il Sol fe i rai piu chiari Densa schiera in mirar non era tarda qual se cometa avven che splenda e arda con applausi e trastulli correan gridando i teneri fanciulli non pigra era o codarda nobil turba di vecchi de la lor gioia immensa in fargli specchi Tra quelli d anni e senno huom piu maturo di pieta grave e merti v era che l popol duro pronto a romor de dolci detti aperti regger usa co l freno qualhor di sdegno ei pieno fa volar faci e sassi e l armi porge furor sta con l orecchie erette intorno a udir la senil voce e l volto scorge di maesta si adorno qual suol d austro agitato horrida mare co l tridente nettun placido fare questi la lingua sciolse e gli occhi solo a se d ogni huom rivolse o di quai luci chiare splende il mio patrio seggio o per quali ornamenti alzarsi il veggio Quai ninfe in conche apparecchiarli l ostro ond arde la sua veste di signor giusto mostro dal ciel in sorte a noi son spoglie queste o de l alta e togata gente fama pregiata questa che non ti cape angusta parte Havra da te da te qual dal sol Cinthia lume ecco di se ti fa cortese parte ch al tuo gentil costume fida divota obediente ancella te padre te signor te duce appella e n sen ti porta donde mai non si scinge e lei gaudio confonde de la serena e bella forma del regio volto cosi il veglio parlo tra il volgo accolto ma piango ahi doloroso e orbo come fosser mie mura a terra da quel del Christian nome nemico tratte in sanguinosa guerra poiche mendico e nudo fammi il mio fato crudo ahi sparisci michel sparisce teco I pregi immensi e tanti fian tempi le nostr alme a te si degno di corone e palme sono i penser del cor veri messaggi che qual traslata pianta produrrai frutti e raggi qual sol di gloria tua vergine e santa citta ch in mezzo a l acque fondar a dio gia piacque per por a tutto il mar leggi e costumi tu a que tuoi ne l eta passate e n questa de la lor patria ogn hor sorgenti lumi non cedi e quelli desta c hor vivon tuo valor crescendo a loro premio d alta virtu pregio e decoro qual suol campo fecondo che piu ch ei non riceve apre dal fondo e quel che l ostro e l oro vince vero splendore in te non finira che mai non muore Quai sorgeran trofei de l adria in lito quando de l hostil sangue farai scempio infinito T attende disiosa per mostrarti la fronte e quella de cor specchio farti tu qual dedalo voli di mezza l aria per li voti suoli e invan nettun tuffarti veder brama e haverte compagno in regger sue campagne aperte Esci dal regio albergo Del nobil avogar bassa canzone mio mecenate illustre e a la magione del gran Michel t invia Dilli Signor cantarti il cor disia Ma non avven che suone com entro il nome a l aura degno di quei ch alzar Beatrice e Laura Imperator d esserciti al fier angue troncando i capi mille che gitteran faville da mille bocche e i thesei gli alcidi rinati in te rimiro e de predoni purgati di Nettuno i salsi nidi e l terren de ladroni de le tue palme sian minori i pregi che ti daran cantando i cigni egregi tu di Dio con la spada a suoi nemici chiuderai la strada Michele e duci e regi piu che valor clemenza rendr a tuoi servi e fede e continenza Si la mia patria parla e appella avara sua stella o nobil germe de la tua stirpe chiara ma intanto con le penne non inferme michel t ascondi a noi ben qui i vestigi tuoi fian sempre impressi e a cori il nome inciso deh presti al volo il ciel aura seconda che la si drizza ove con festa e riso schiera d honor feconda Ne fortunati e gloriosi giorni quando Saturno e Giano concordi insieme haveano i suoi soggiorni ne l italico piano e di latte correano i fiumi adorni ne l suo color nativo cangiavano le lane e l nettar si bevea per ogni rivo e scoprian gemme e perle le fontane non arata la terra producea co l suo selvaggio divo scherzava agreste dea in queste parti io peregrina astrea tenni il mio fido albergo ma volsi al mondo al ciel volando il tergo sostener non potendo contra mie leggi stuol superbo horrendo di ritornar qua giu mio cor irato desir non prese mai ne di cangiar divin con mortal stato pur rivolgendo i rai per tanti lustri il vago sole aurato pur rivolgendo i rai un huomo i scorsi in terra di compito valore
MarcoStecchini_2,Canzone nella morte del signor Bartolomeo Liviera.txt,MarcoStecchini,Ch i mostri interni affetti propri in guerra vincea portando opime spoglie e honore quei m alletto con la virtute ardente Ch ammiro si la Terra Ad annodar possente Candid alme di nodo aureo lucente e rivolai nel mondo lasciando il seggio pria caro e giocondo ne di star qui mi spiacque mentre ch al ciel emulo forse piacque Emulo dal mio ben fu forse il cielo ch involo dal mio grembo quel huom ch i parlo a cui si ardente zelo portai per cui d un nembo spargo di pianto quest oscuro velo ahi liviera diletto chi mi ti tolse ahi caro Sostegno mio maggior thesoro eletto tu l mio regno rendei pregiato e chiaro e con l orar ne l adriano foro lasciavi dentro al petto punture al nobil choro di quegli heroi ch io riverente honoro e ingombrava le ciglia Con divoto silentio meraviglia Tal che l Greco e l latino perdea presso al tuo dir alto e divino Ahi mie delitie unica cura mia figlio gradito tanto ch apristi al ben oprar la dritta via co l parlar saggio e santo se ben di te m ha priva individia ria pur mi consolo l alma ch io quinci l ali alzando la ti vedro dov hai corona e palma e dove vai co l pie gli astri calcando cio disse e sparve la celeste e bella vergine santa e alma ch al suon di sua favella ci pungea di pieta con le quadrella che farem lassi noi di duo lumi si alteri quai gli Eoi non vider mai spogliati ahi nuda terra o ricchi cieli ornati ecco il figlio si sente il ciel di strida ferir pietose amare che pieta inspira u crudelta s annida e dire o padre o care amate spoglie o cruda morte infida tu mi lasci nel vasto ocean di tempeste deh perche a mostri queste membra pasto non son per non mirar le mie funeste miserie per cui fuggo hor questa luco in quanta gioia e n fasto era membrando o duce o lume o speglio mio mentre tua luce godei nel mondo cieco ch ogni speme ogni ben sepolt ha teco Vicenza orba e ignuda del padre suo chiama sua stella cruda benche del zio la cura e l buon governo assai mi riconsoli pur ripensando a quel amor paterno piango e l mio ben m involi padre volando a quel impero eterno porgi la destra e corri ch io di morir disio a tormi quinci o tu ch intorno scorri il cerchio bel di latte accetta a Dio alma c humane passion non provi e sdegni l pianto e abhorri tu de le sfere i novi concenti odi e l piacer sommo rinovi non conviensi a te doglia ma riso e canto ben tua morta spoglia tanto a pianger mi sforza che per squarciar son io questa mia scorza Ti diparti dal mondo oscuro e egro qual huomo da la mensa lauta satollo temperato allegro e s a te gioia immensa conviensi a me convien turbato e negro che m ancida le membra squalor di morte e noia o caro padre quando mi rimembra di quel ch a rimembrar tanto m annoia e d ogni tuo senil saggio consiglio sentir un stral mi sembra che mi punga e un artiglio che sbrani l core ond io con mesto ciglio a le lagrime riedo e l aria di sospir percuoto e fiedo e parmi in aspre Sirti esser poiche a me piu non lice udirti In quell alma citta che Antenor feo e a la dea d athene sacrolla e a febo udi l tuo caso reo crude novelle piene d amarezza alhor quasi il fral cadeo per troppa doglia estinto deh che non vidi ahi duro destin te padre pria che fossi spinto a l hore estreme ahi che il viver non curo mirando i frutti miei recisi in herba quando il mio cor piu accinto era a gli studi acerba giunse fama di morte aspra e superba Minerva empia crudele alta cagion di mie giuste querele per te morir non vidi chi mi fa trar cosi angosciosi gridi Deh che non ho d Orfeo la cetra d auro Da ritorre a la morte Quel ch era al viver mio dolce ristauro genitore a la corte del ciel gradito hor d altro che di Lauro cinto in mezzo a la schiera de i messaggier celesti Le suore in pianto gia cangiar la fronte cos io divenga fronda e l duol finisca che da gli occhi abbonda Si dicca su l funesto atro feretro il buono e saggio Alberto il gran nipote accompagnando l dietro e vero suono e certo s udio del christallin corrente vetro con le naiade sciolte del bacchiglion sonante e da le grotte solitarie occolte ulular lupi in fiero atro sembiante e n trista voce in cima a tetti udirsi buboni e strida molte d augei notturni e aprirsi parve la terra al centro e a guerra unirsi gli elementi e sfidarsi a far un Cao novel confusi e sparsi e i duo Giganti scossa diero in Etna maggior con lor gran possa Che fan corona a chi a le stelle impera quei con serena fronte i miei molesti pensier lieto dal cor mi disgombrava e refrigerio m era a stanchi spirti e dava salute e l alma afflitta ristorava qual Oreste son tratto da furie di dolor che m ha disfatto e se di Dio la tema Non fosse hor finirei la doglia estrema Ecco Alberto il fratel piange e s adira con la fortuna avversa e se ben fuor prudenza e senno spira pur sua mente e sommersa dal troppo duol ch a lagrimar lo tira e a dir sfogando tali accenti dolorosi Ahi frate mio perc hor senza me l ali spieghi e me lasci in questi aspri angosciosi de vivi inferni ov a me stesso incresco trammi da le mortali pene ahi che l pianto accresco e l mio martir si fa piu crudo e fresco deh se gia per Fetonte Ch i fiumi alteri in seno pascono al tuo camin senza por freno dilli per ogni riva portate in bocca l alta fama e diva del gran liviera e l nome ch altre non fian piu gloriose some
MarcoVenier_1,MarcoVenier_Come tutti in noi Febo i raggi spende.txt,MarcoVenier,Come tutti in noi Febo i raggi spende Dal ciel ne pero scema o men perfetto Riman l intenso lume ond al suo aspetto Vista fral non s affisa e non s estende cosi l Sol di virtu che n se comprende E n me spiega il tuo ardente almo intelletto Rilucendo in me freddo humil soggetto In nulla il suo splendor perde od offende Questi mentre m infiamma e n chiaro modo L alta strada del ben mi scopre e segna Mi dona ond altuo cor quest alma annodo Che se stimando di tal gratia indegna Teme s a dir di lei la lingua i snodo che stil si oscuro illustre merto sdegna
MarcoVenier_2,"MarcoVenier_Ecco quel Sol, che sgombra l_atra, e folta MM.txt",MarcoVenier,Ecco quel Sol che sgombra l atra e folta Nebbia onde oppresso a morte era il mio core Ecco i bei lumi in cui s annida Amore ogni sua vera gloria in lor raccolta Ecco i raggi per cui l anima sciolta D ogni uso human s innalza al suo fattore Ecco d ogni mia speme il vivo ardore Quel ch a grand opre ogni hor la tien rivolta Ecco del mio pensiero oscuro e morto La vera vita e la beata luce Nel mar cieco mondan mia guida e porto Ecco l verace specchio in cui riluce Forma del sommo ben che Dio n ha porto Felice di che l cielo hoggi m adduce
MarcoVenier_3,"MarcoVenier_In dura pietra, e_n aspro e denso ghiaccio.txt",MarcoVenier,In dura pietra e n aspro e denso ghiaccio Accender foco e trovar tenerezza Fuor d ogni human poter penso e procaccio Si con lusinghe Amor la speme avezza E pur mentre gli strali ei spunta e spezza Nel saldo marmo io piu m incendo e sfaccio Tante da la percossa alta durezza Tragge faville il suo possente braccio E di queste l ardor cosi m infiamma Ch intepidir non sol quel freddo sasso Credo ma struggerlo anco a dramma a dramma E mentre vaneggiando aspetto ahi lasso Ch altri si scalde a la mia cruda fiamma Polve son fatto homai del viver casso
MarcoVenier_4,"MarcoVenier_L_adorno stile, e_l pretioso inchiostro.txt",MarcoVenier,L adorno stile e l pretioso inchiostro Ch amico ciel vi diede in raro dono Piu ch oro o gemme i bei thesori sono Onde ricco si fregia il nome vostro Voi nel cui sen quasi in suo proprio chiostro Siede Apollo e n lui desta il dolce suono Date col gran valor di ch io ragiono Al mio dir pregio e gloria al viver nostro Et al cantar celeste ond io mi sento Portar dai freddi a i liti arsi ci asciutti Mentre tormi al oblio pur sete intento Le Muse nel lor colle almo produtti Dove anch io dietro voi d ascender tento Donan di chiaro merto eterni frutti
MarcoVenier_5,"MarcoVenier_Mentre Cinthia, e Adon l_un de l_altr_hanno.txt",MarcoVenier,Mentre Cinthia e Adon l un de l altr hanno Con fortunate fiamme acceso il core Faville del bel foco escono fore Che scintillanti e d oro al ciel sen vanno Lui lieto ogni Dio ch a l alto scanno Da terra giunga un cosi chiaro ardore Stelle forman di lui che l ciel d Amore Piu c Hespero lucenti adorno fanno Quivi splendenti a meraviglia e belle Han virtu di bear qualunque porte Seco il favor nascendo accolto in elle Et se poche faville al cielo scorte D un foco tal son si propitie stelle che saria tutto insieme haverlo in sorte
MarcoVenier_6,MarcoVenier_Nova Sirena in mezzo a le fals_onde.txt,MarcoVenier,Nova Sirena in mezzo a le fals onde D Adria vid io fermar il cielo e i venti Al dolce suon degli amorosi accenti E co begli occhi ornar di fior le sponde E mentre l harmonia ne cor s infonde Di quei soavi angelici concenti Trahea vive d amor faville ardenti Da qual ghiaccio piu freddo in se nasconde Mille raggi del ciel dal chiaro volto Splendeano intanto e l suo crin terso e d oro N andava folgorando a l aura sciolto E de le gratie i non so come il choro Sceso quagiu l era dintorno accolto Aprendo il grembo a lei del suo thesoro
MarcoVenier_7,MarcoVenier_Picciol ben fu_l mio dono et fu qual breve.rtf,MarcoVenier,Picciol ben fu l mio dono e fu qual breve Stilla a chi mira i fortunati e ampi Del tuo merto divin fecondi campi Stilla ch un largo mare in lui riceve Ma bench ei sia per altro oscuro e leve Ove pero del tuo favor si stampi Et del mio affetto s orni a i chiari lampi D ogn alto pregio a par gradir si dee Cosi chi con la mente e col cor pio Lume accende al Dato del vero lume Non e per manco dar men caro figlio Cosi tu Celio il tuo benigno ciglio Volgendo a me con le tue sacre piume M alzi ove a pena arriva il mio desio
MarcoVenier_8,"MarcoVenier_Pien d_un_ardente, e amorosa sete.txt",MarcoVenier,Pien d un ardente e amorosa sete che consumava l infiammato core Ricorsi al volto in cui promette Amore Restauro a miei desir dolce e quiete Iui scorgendo in me benigne e liete Le mie due stelle a disfogar l ardore Le labbra aggiunsi ove dal bel rossore De fior l alma in due guance il dolce miete Ma mentre lasso il refrigerio attende L arso mio petto indi avampar si sente Qual vivo face cui fresc aura accende Amor che di lontan m arde al possente Raggio anzi al Sol che da quel viso splende Tutto ohime foco allhor mi fe repente
MarcoVenier_9,MarcoVenier_Scendea rapido il cielo in mar col giorno MM.txt,MarcoVenier,Scendea rapido il cielo in mar col giorno E di vermiglie rose e d or lucente Lieta spargeva al sol Tethi in Ponente Il dolce albergo i l fea ricco e adorno Quand io che sol con le mie cure intorno Men gia per boschi ove al pensier sovente Toglieami il rosignuol che dolcemente Chiedea cantando al di presto ritorno Allhor che Febo s attuffo ne l onde E per coprirsi dal notturno gelo S ascondevan gli augei tra spesse fronde Di doppio giorno vidi ornarsi il cielo Col vago Sol di duo begli occhi donde Il cor m accese Amor d ardente zelo
MarcoVenier_10,MarcoVenier_SonettoNuovo_Di quei Vinetia antica invitti Heroi.txt,MarcoVenier,Di quei Vinetia antica invitti Heroi Ch armati in guerra ti difeser pronti Per valor infinito illustri e conti Da Marte scesi ad habitar tra noi Mirasi come al par de gli avi suoi Il buon Estore al ciel da terra monti Come dal suo valor tosto tramonti Il Sol che fea si chiari i giorni tuoi Se qul lume tramonta il qual mandato Qua giuso a pena dal divin favore Quasi sciolto augel torna al nido usato Benche dal raggio suo l alto splendore Spiegan da un Oriente istesso nato Vivi FRANCESCO e l suo fratel minore
MarcoVenier_11,MarcoVenier_SonettoNuovo_Per te più d_ogni altrui felice vita.txt,MarcoVenier,Per te piu d ogni altrui felice vita Fu la morte beata ESTOR gentile Cui si candida Musa in Ciel gradita Celebra morto in si pietoso stile Con suo stil pien di gratia alta infinita De gli Angeli al suon non disimile Mentre de l alma il ben da noi partita Canta piangendo a vera Dea simile Spiega non men di te FRANCESCO il merto In modo che cangiar in piacer dei Del Fratel ne la morte il duol sofferto Poiche portato anchor la su tra i Dei E il tuo valor a tutto l mondo aperto Dai fortunati inchiostri di costei
MarcoVenier_12,MarcoVenier_Vero sceso fra noi dal sommo chiostro.txt,MarcoVenier,Vero sceso fra noi dal sommo chiostro Angel tutto in Dio volto e tanto humile Quanto diletto e figlio a lui simile E quanto luminoso al viver nostro L oro ond ha l Sole i crin le rose e l ostro Ch ornan l Aurora e spirto alto e gentile Ogni pregio del ciel con novo stile In te nel mondo ha l tuo fattor dimostro E chi n te chiaro e fido specchio mira Vede ch ivi entro non si rappresenta Se non gloria ch a Dio beata aspira E mentre al tuo bel foco arde contenta Da terra il volo al ciel quest alma gira Ogni vil voglia incenerita e spenta
MarcoVenier_13,MarcoVenier_su vago cerchio al Sol Madonna steso.txt,MarcoVenier,su vago cerchio al Sol Madonna steso Ardendo il giorno il crin d oro asciugava E l chiaro viso in bel vetro specchiava Che risplendea dal vivo lume acceso Tutto a tal vista er io fermo e inteso Mentre Amor ch ivi seco a l ombra stava Hor tra l dolce oro hor nel bel sen scherzava E l Sol feriami a mezzo l cielo asceso Poi come leve augel tra spesse fronde Fuggendo il caldo a lei corsi e mi strinsi Sotto i bei rami de le chiome bionde Ma pero nulla del mio foco estinsi Anzi a rai di due luci alme e gioconde Arsi allhor si ch ogn alta fiamma vinsi
MuzioManfredi_1,A che candida man.txt,MuzioManfredi,A che candida man neve aventarmi Se con fiamme d amore Gli occhi leggiadri mi fan tutto ardore Basta per affreddarmi Un lor girar sdegnoso Ch anco nel foco istesso Cio mi fa divenir di ghiaccio spesso Deh non piu che nascoso Anco ivi dentro in tua virtute e foco E manca ahi lasso a incenerirmi poco
MuzioManfredi_2,A lei foco.txt,MuzioManfredi,A lei foco d amor non scalda o ingombra il cor se non quanto a se stessa piace quinci ogni passion da se disgombra e sempre ha l alma generosa in pace sol se scorge in altrui per lei pur ombra di lascivo pensier le dole e spiace e quanto innanzi lo tiro cortese tanto indietro il rispinge e fagli offese
MuzioManfredi_3,Alma ch_intenta.txt,MuzioManfredi,Alma ch intenta al tuo Principio e Volta Scorgi chi t ama a fin lieto Honorato Per sentiero da pie solo segnato Di chi ti segue e tuoi consigli ascolta Mentre io ti miro in te comprendo accolta Quanta gratia fra noi benigno fato Versa e virtu possente a far beato Spirto di voglia in rei pensieri involta Cosi mi desse il Cielo o voci o versi Atti a scovrirlo c havrei speme ancora Di far me chiaro e te laudata a pieno E forse qual chi l tuo bel Nome honora La tomba sospiro d Achille almeno Donna ch in van cantai potria dolersi
MuzioManfredi_4,Amor io piango.txt,MuzioManfredi,Amor io piango e ben cagion di pianto mi da la donna altera ch e perch io l amo sol nemica mia io piango e ella tutta lieta intanto piu bella sempre e fiera ch io mi mora piangendo anco desia ahi mondo ahi sorte ria e tu signor che lo consenti e l fai chi l crederebbe mai s amor tu sei vuoi ch io te segua amando E mi ponga costei di vita in bando non sei tu suo signor come sei mio non sei giusto e cortese non hai possanza in tutti i cuori estrema deh cangia prego il suo di crudo in pio non soffrir tante offese imperio cui non curi altri o non tema d ogni suo pregio scema e chi dira soggetto un che non prezzi le leggi e l re disprezzi questa superba tutto cio fa teco e tanta havrai tu patientia seco sai che quando primier di lei m accorsi me le fei servo humile e fuor che lei servir nulla hebbi caro mai da sua voglia il mio voler non torsi E quanto e di gentile sempre lunge da lei mi fu discaro solo pregiato e raro tenni quel ch in lei penso e miro e sento ne sono ad altro intento e talhor mossi a dispiegarlo in carte ma crescendo il desio mancava l arte E fai che si mi fu benigna un tempo che piu di me felice Non hebbe amante mai tutto il regno A me le gratie non segnava il tempo che quanto a casta lice dava ad ognior del mio servire in pegno non ira mai ne sdegno turbo il mio stato di Letitia pieno ne duol m oppresse il seno ma sempre m avanzai di gioia in gioia Si che da me parea fuggir la noia lasso e hor s e fatt empia e dura in guisa che d altro par non goda se non de l aspro mio penare ingiusto ella ha si l alma da pieta divisa che l usar anco froda ove forza non e giudica giusto e quanto men robusto le sembro a sostener misero un male con un maggior m assale talche penando andro di doglia in doglia e sara tuo disnore e sua vergogna e d ambo e di me danno e tristo essempio a i piu fedeli amanti ahi che dunque tardar piu non bisogna gia m ancide l affanno ch io porto per costei de i martir tanti non lasciar che si vanti Donna in tua sicurta crudele e bella d esser altrui si fella che mentre le procura e pregi e glorie de la sua morte ella si pregi e glorie dunque ella havra begli occhi e belle chiome e bellissima mano e un ragionar mai non udito in terra per haver poscia d homicida nome e di chi stima vano s altri con lethe per suo honor fa guerra ella sdegna e atterra chi qual terrenta dea fra noi l adora e gli altri alza e honora o belta mal locata o vago petto com esser puoi di si rio cor ricetto carca del gran dolore e de l affetto raro ond io vo cinto canzon vanne a corinto e a l ingrata che da lui si chiama di per voi more il mio signor e v ama
MuzioManfredi_5,Amor tanta baldanza.txt,MuzioManfredi,Amor tanta baldanza a una Barbara dai Ch in farti offese non si stanca mai Vedi di che nov arma Hor fieramente a nostro stratio s arma Questa con zolfo e selce e ruote e foco Ancide e non e loco Che n assecuri ed ella per dispetto A tuo scherno maggior se n orna il petto Deh poni in opra tu le tue saette E fa con lei per noi mille vendette
MuzioManfredi_6,Anna mai nulla.txt,MuzioManfredi,ANNA mai nulla il rio fuggir de gli Anni Ch irreparabilmente altrui disface Potra sola merce de la verace Doppia belta ch e in voi nei vostri danni E indarno e ch altri d arrivar s affanni Muse e Sirene mie con vostra pace Al bello al canto che diletta e piace Senza morte temer perigli o inganni ANNA chi v ode dunque e chi vi mira Come puo non sacrar l anima el core A si gran metro e obliar se stesso E voi come non far peccato espresso A non gradirlo orgoglio move ad ira Piu ch altro fallo e a vendetta Amore
MuzioManfredi_7,Barbara donna e bella.txt,MuzioManfredi,Barbara donna e bella Quasi novo Narcisso Stava co l guardo fisso A sua finta bellezza Si che lo specchio anco n havea dolcezza Quando la vera sua posta in oblio La spinse a l altra un si caldo desio Ond era il coro acceso Che le rimase un de begli occhi offeso Or questa e ben d Amor vendetta espressa Perch ella odia chi l ama ama se stessa
MuzioManfredi_8,Barbara e la beltate.txt,MuzioManfredi,Barbara e la beltate Ond io m avanzo e vivo Ma non ha chi l honora e ama a schivo Io si l honoro e amo Che di non farlo meno Del suo gran metro Amore altro non bramo Deh tu Signor che l seno Solo mi vedi aperto Rendi il suo cor di cio securo e certo E fa s io son d ogni altra gratia indegno Ch io sia d amarla e d honorarla degno
MuzioManfredi_9,Barbara non so ben se donna.txt,MuzioManfredi,Barbara non so ben se donna o maga ch altrui consuma e innamora io canto Ne l alme san ch ella distrugge e impiaga se forza e di bellezza o pur d incanto ch ella e si stranamente e bella e saga ch apporta a suo voler diletto e pianto con gli occhi e co l parlar sparge diletto l altra virtu cred io chiuda nel petto
MuzioManfredi_10,Ben fu duro Diamante.txt,MuzioManfredi,Ben fu duro Diamante Mosso da duro core che feri quella man cui trema Amore La bella mano usa a lo stratio al sangue Hor pur ferita langue Di lor vendetta certo Cui ella il petto ha crudelmente aperto E s e ben danno almeno Imparera cosi d offender meno
MuzioManfredi_11,Ben siete voi del chiaro nome.txt,MuzioManfredi,Ben siete voi del chiaro Nome degna Ch in ogni parte ANGELICA vi scopre Se de le piu pregiate e perfett opre Siete di lui ch in ogni loco regna Honore e cortesia verace insegna Lo sguardo pur che la sua forza adopre Il petto in se rara virtu ricopre Spiega la bianca man d Amor l insegna Nel ragionar nel bel tacer nel riso Le Gratie sono e Leggiadria nel moto Ne lo star Maesta nel volto il Sole Cara rete e il crin d or ch a i cori a voto Mai non si tende o dolce esser conquiso Da tai bellezze inusitate e sole
MuzioManfredi_12,Conosco ben sua dignita.txt,MuzioManfredi,Conosco ben sua dignita perfetta Ch anco tant alto co l pensiero io m ergo malgrado di chi m ha la mente infetta si ch in lethe tal hor quasi m immergo ma volto a questa ch a ben far m alletta pur quella fiera e ogni vilta posseggo e spero di venir questa mirando felice ancora e ho gia presso il quando
MuzioManfredi_13,Dal dolce suon.txt,MuzioManfredi,Dal dolce suon de le parole accorte Chi sciolti ha forza di guardare i sensi Allhor che quanto in cor da voi si pensi Donna esprimete a nostra dubbia sorte Che v ode sente in se piacer si forte Che ratto n ha tutti gli spirti accensi Onde felice in aspettando tiensi Quindi o vita soave o dura morte A che dunque da voi l arte s apprende Se per ventura altrui parlando havete Virtu di torre in un l arbitrio e l core Ahi che non men del dir lasso n offende Lo sguardo ove superbo Amor tenete Deh BARBARO non sia tanto valore
MuzioManfredi_14,De la parma e del lorno.txt,MuzioManfredi,De la Parma e del Lorno Dicean le Ninfe vaghe Piangendo e d alcun mal quasi presaghe Ahi che la nostra Dea Le nostre onde gradite Ne le trist onde cangia hor di Mefite E pur fra noi solean Prender piacer sovente Da consolare ogni affannata mente O pur non faccia quelle Sol co l mirar via piu di queste belle
MuzioManfredi_15,Deh non si guasti alta belta.txt,MuzioManfredi,Deh non si guasti alta belta co l pianto Ne il cor tuo seggio amor sospir si ardenti E in si gran copia mandi in preda a i venti Ne duo consumi si bel petto tanto Tu quinci hai pur d invitto ardire il vanto E fai ben mille cor lieti e contenti E altrettanti e piu tristi e dolenti Dunque soccorri a si grand uopo alquanto E voi Donna Real se l Ciel vi diede Bellezza e senno incomparabil come Quella sprezzante e questo in van tenete La vostra Madre illustre in grembo hor siede Beata al Re cui spine ornar le chiome Per commune salute e voi piangete
MuzioManfredi_16,Di qual piu dolce.txt,MuzioManfredi,Di qual piu dolce o piu fin oro mai Lacciuoli ordisti si leggiadri e cari Di quel c hor sovra duo bei lumi chiari Mostrato sparso per bearmi m hai Di qual piu viso Sol piu caldi rai Movesti ad arder cuori alteri e rari Di quello onde convien che l mondo impari Come vita in un tempo e morte dai Felici nodi aventuroso ardore Alme beate da lor prese e arse Ma che n ha sol BARBARA Donna il vanto La qual piu sempre altrui distrinse e arse Con le chiome e con gli occhi e ella e tanto Libera e fredda che te sprezza Amore
MuzioManfredi_17,"Donna, da cui senno.txt",MuzioManfredi,Donna da cui senno e valor profondo La nostra eta si d hora in hora impara Che con se stessa homai facendo a gara Superba rende i primi honori al mondo Quinci egli illustre appar tanto e giocondo Quanto liet ella si dimostra e chiara Onde gia spenta ogni empia voglia amara Girasi il Cielo a bei desir secondo Qual dunque andra co l metro vostro eguale Sovrano stil di piu lodato ingegno Cui non dia Amor del Nome vostro l ale Amor ch in voi suo maggior seggio ha fermo Ne puo che l mova ira di Tempo o sdegno Tal d invitta belta s ha fatto schermo
MuzioManfredi_18,E se bastanza non lhonora il mondo.txt,MuzioManfredi,E sa bastanza non l honora il Mondo E ch ella e giunta a l infelice tempo Che smarrit ha del ben oprar lo stile Ma che la gloria sua le vien dal Cielo E dritto e ben s in forma qui di Donna Porta il ben di la su tutto nel viso Miti nel dolce suo sereno viso Che non ha par fuor di se stesso al mondo Chi vuol mirando una celeste Donna Sprezzar quanto puo far girando il tempo Si fatto vago sol d alzarsi al Cielo Sdegnera lieto ogni terreno stile Perche BARBARA fia barbaro stile Non usa che non puo si caro viso Altro adoprar che quel che s opra in cielo E s hora a pien non la consoce il Mondo Ben la conoscera a tanto co l tempo C havra per poco di chiamarla Donna Qual differenza sia tra donna e donna Vede chi nota il singolar suo stile Ella e si saggia che da legge al tempo E l empie voglie altrui frena co l viso Talch ancor spero di veder del Mondo Innamorato per lei sola il Cielo Onde l Cielo prego io che qual mia Donna Che ceda a un viso e a duo Nomi il Tempo
MuzioManfredi_19,E voi donna gentil maga celeste.txt,MuzioManfredi,e voi donna gentil maga celeste che l altrui bene e l mal ne gli occhi havete le voglie humili mie pronte e honeste magnanima gradite e fate liete questo e vero valore opre son queste onde poi sempre gloriosa andrete e le superbe ne l oblio cadendo staran neglette il cor d astio pascendo
MuzioManfredi_20,Ella non herbe.txt,MuzioManfredi,Ella non herbe o suffumigi o carmi Usa a cangiare o sentimento o forma ne fabrica prigion d acciaio o marmi Per tener chiusa l amorosa torma Son l alte doti sue mormori e armi ond ella come vuol stringe e trasforma ne mai piu liberta ne prima imago s acquista e s e cosi contento e pago
MuzioManfredi_21,Fatto servo d_amore.txt,MuzioManfredi,Fatto servo d Amore Io sostenea una face Dinanzi a la belta che l cor mi sface Quando farfalla esperta La corse e non nel lume Ove spinger la suol natio costume Ma del suo ben gia certa Ne gli occhi ando piu volte C han tutte in se d Amor le fiamme accolte Ned arse anzi salvossi in quel bel seno Ch altri mirando di desio vien meno O come una tal sorte Torre io volentier con la mia morte
